row_type,Column1,team_name,country,country_iso,bf_team1,bf_fuzzy1,bf_team2,bf_fuzzy2,bf_team3,bf_fuzzy3,bf_team4,bf_fuzzy4,bf_team5,bf_fuzzy5,bf_team6,bf_fuzzy6,bf_team7,bf_fuzzy7,bf_team8,bf_fuzzy8,bf_team9,bf_fuzzy9,bf_team10,bf_fuzzy10,bf_team11,bf_fuzzy11,bf_team12,bf_fuzzy12,bf_team13,bf_fuzzy13,manual_insertion1stround,manual_insertion2ndround
bf_teamnames,22,Aldosivi,Argentina,AR,Aldosivi,100,CA Aldosivi Reserves,90,LDU,60,Club Ateneo Pablo VI,56,Club Arsenal de Viale,56,Bolivia,53,All Boys,50,Alvarado,50,ADIP,50,CA Deportivo,50,Palestino,47,Deportivo Riestra,45,Independiente Rivadavia,45,,
names_match,22,Aldosivi,Argentina,AR,1,100,0,90,0,60,0,56,0,56,0,53,0,50,0,50,0,50,0,50,0,47,0,45,0,45,,
bf_teamnames,11,Argentinos Juniors,Argentina,AR,Argentinos Juniors,100,Argentinos Juniors Res,95,Argentinos Juniors Reserves,90,Junior,90,Argentinos Jrs,88,Boca Juniors,86,Arg Juniors,86,Argentinos Jr,84,Argentina,80,Argentino de Quilmes,68,CA Argentinos 25 Mayo,67,Argentino Merlo,67,Boca Juniors Res,67,,
names_match,11,Argentinos Juniors,Argentina,AR,1,100,0,95,0,90,0,90,1,88,0,86,1,86,1,84,0,80,0,68,0,67,0,67,0,67,,
bf_teamnames,13,Arsenal,Argentina,AR,Arsenal FC,95,Arsenal FC (Arg),90,Arsenal de Sarandi,90,Club Arsenal de Viale,90,V Arenas,67,CA Victoriano Arenas,64,Victoriano Arenas,64,Velez Sarsfield,64,CSyD Lastenia,64,Sansinena,62,Argentina,62,Barracas Central,61,Real Pilar FC,61,,
names_match,13,Arsenal,Argentina,AR,1,95,1,90,1,90,0,90,0,67,0,64,0,64,0,64,0,64,0,62,0,62,0,61,0,61,,
bf_teamnames,15,Atlético Rafaela,Argentina,AR,Atletico Rafaela,97,Rafaela,90,Atl Rafaela,85,Atletico Parana,73,Atletico Carcarana,73,Atletico Mitre,69,Atletico Barracas,69,Atletico PR,69,9 de Julio Rafaela,67,CA 9 de Julio (Rafaela),65,Atletico San Jorge,64,Club Atletico Parana,63,Atletico MG,62,,
names_match,15,Atlético Rafaela,Argentina,AR,1,97,1,90,1,85,0,73,0,73,0,69,0,69,0,69,0,67,0,65,0,64,0,63,0,62,,
bf_teamnames,11,Atlético Tucumán,Argentina,AR,Atletico Tucuman,93,Club Atletico Tucuman,84,Atl Tucuman,80,Atletico MG,72,Atletico Camioneros,67,Atletico Mitre,64,Club Atletico Atlanta,64,Atletico PR,64,Argentino Atletico Club,64,Club Atletico Racing de ,64,San Martin-Tucuman Res,64,Club Atletico Acassuso,63,Atletico Parana,62,,
names_match,11,Atlético Tucumán,Argentina,AR,1,93,1,84,1,80,0,72,0,67,0,64,0,64,0,64,0,64,0,64,0,64,0,63,0,62,,
bf_teamnames,6,Banfield,Argentina,AR,Banfield,100,LDU,72,Velez Sarsfield,68,Brazil,57,San Miguel,56,Boca Unidos,53,Rafaela,53,Canuelas,50,Santa Fe,50,CA San Miguel,48,San Telmo,47,Sansinena,47,Estudiantes de Caseros,45,,
names_match,6,Banfield,Argentina,AR,1,100,0,72,0,68,0,57,0,56,0,53,0,53,0,50,0,50,0,48,0,47,0,47,0,45,,
bf_teamnames,14,Belgrano,Argentina,AR,Belgrano,100,Defensores de Belgrano,90,Sportivo Belgrano,90,Def Belgrano VR,90,Def Belgrano,90,Belgrano San Nicolas,90,CAYS Defensores de Belgrano,90,Sport Belgrano,90,CA Belgrano de Parana,90,D. Belgrano VR,90,CA Belgrano de Arequito,90,Sportivo Belgran,84,Lugan,72,,
names_match,14,Belgrano,Argentina,AR,1,100,0,90,0,90,0,90,0,90,0,90,0,90,0,90,0,90,0,90,0,90,0,84,0,72,,
bf_teamnames,10,Boca Juniors,Argentina,AR,Boca Juniors,100,Boca Juniors Res,95,Junior,90,Boca Unidos,87,Argentinos Juniors,86,Argentinos Juniors Reserves,86,Argentinos Juniors Res,86,Arg Juniors,78,CA Colon Junior,67,CA Liniers,64,Defensores Boca,64,CA Nunorco,64,CA Lugano,57,,
names_match,10,Boca Juniors,Argentina,AR,1,100,0,95,0,90,0,87,0,86,0,86,0,86,0,78,0,67,0,64,0,64,0,64,0,57,,
bf_teamnames,15,Central Córdoba SdE,Argentina,AR,Central Cordoba (SdE),95,Central Cordoba,85,Central Cordoba (Ros),84,CA Central Cordoba,78,C Cordoba,70,Central Ballester,69,CA Central Norte,67,Central Norte,66,CSD Central Balleste,65,Rosario Central,64,CSD Central Ballester,64,Barracas Central,62,CA Penarol de Cordoba,62,,
names_match,15,Central Córdoba SdE,Argentina,AR,1,95,1,85,0,84,1,78,1,70,0,69,0,67,0,66,0,65,0,64,0,64,0,62,0,62,,
bf_teamnames,20,Chacarita Juniors,Argentina,AR,Chacarita,90,Junior,90,Arg Juniors,86,Argentinos Juniors Reserves,86,Boca Juniors,70,Boca Juniors Res,64,Argentinos Juniors,63,CA Colon Junior,62,Boca Unidos,58,CA Nunorco,57,Argentinos Juniors Res,56,Coritiba,56,CA Central Norte,55,,
names_match,20,Chacarita Juniors,Argentina,AR,1,90,0,90,0,86,0,86,0,70,0,64,0,63,0,62,0,58,0,57,0,56,0,56,0,55,,
bf_teamnames,26,Colón,Argentina,AR,Club Rivadavia Lincoln,90,Colon,89,CA Colegiales,68,Union Aconquija,68,CA Colon Junior,68,Concepcion FC Tucuman,68,Belgrano San Nicolas,68,Concepcion FC (Tucuman),68,Colombia,68,Gimnasia Conc del Uru,68,Atletico Nacional (Col),68,Colegiales,68,CU Aconquija,68,,
names_match,26,Colón,Argentina,AR,0,90,1,89,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,,
bf_teamnames,7,Crucero del Norte,Argentina,AR,Crucero del Norte,100,Crucero Del Norte,100,Club Mutual Crucero del Norte,90,Crucero del N,87,Crucero del N.,87,Gim del Uru,86,Club Mutual Crucero del Nor,86,CMC del Norte,80,Club CA del Norte,76,Club Mutual Crucero del,75,Club Mutual Crucero del ,75,Cruzeiro,68,Central Norte,67,,
names_match,7,Crucero del Norte,Argentina,AR,1,100,1,100,1,90,1,87,1,87,0,86,1,86,1,80,0,76,1,75,1,75,0,68,0,67,,
bf_teamnames,29,Defensa y Justicia,Argentina,AR,Defensa y Justicia,100,Defensa Y Justicia,100,Defensa Justicia,95,Def y Justicia,88,Defensor Sporting,57,San Luis,56,Defensores Boca,55,Fenix,54,CRIBA,54,Gimnasia y Ti,52,Lanus,51,Defensores Unidos,51,Gimnasia Y Esgrima,50,,
names_match,29,Defensa y Justicia,Argentina,AR,1,100,1,100,1,95,1,88,0,57,0,56,0,55,0,54,0,54,0,52,0,51,0,51,0,50,,
bf_teamnames,17,Estudiantes,Argentina,AR,Estudiantes,100,Estudiantes de C.,95,CS Estudiantes,95,Estudiantes San,95,Estudiantes de Caseros,90,Estudiantes San Luis,90,CS Estudiantes San Luis,90,Estudiantes Rio Cuarto,90,Estudiantes de San Luis,90,CS Estudiantes San,90,Estudiantes Reserves,90,Estudi San Luis,69,Santos,60,,
names_match,17,Estudiantes,Argentina,AR,1,100,0,95,0,95,0,95,0,90,0,90,0,90,0,90,0,90,0,90,0,90,0,69,0,60,,
bf_teamnames,2,Gimnasia La Plata,Argentina,AR,Gimnasia La Plata,100,Gimnasia,90,La Emilia,86,Gimnasia LP,86,Tiro y Gimnasia de San Ped,86,Gim La Plata,83,Gimnasia y Ti,73,Gimnasia Jujuy,69,Gimnasia y Tiro,69,Gimnasia y Tiro (Salta),67,Gimnasia Mendoza,64,CA Atlanta,63,Gimnasia Y Esgrima,63,,
names_match,2,Gimnasia La Plata,Argentina,AR,1,100,1,90,0,86,1,86,0,86,1,83,0,73,0,69,0,69,0,67,0,64,0,63,0,63,,
bf_teamnames,4,Godoy Cruz,Argentina,AR,Godoy Cruz,100,Newells Old Boys Reserves,54,Cruzeiro,53,C Cordoba,50,Gim del Uru,48,Racing de Cordoba,45,Justo Jose de Urquiza,45,Central Cordoba (Ros),45,CA Racing de Cordoba,45,CA Penarol de Cordoba,45,Justo Jose  de Urquiza,45,Comodoro Rivadavia,45,Ecuador,45,,
names_match,4,Godoy Cruz,Argentina,AR,1,100,0,54,0,53,0,50,0,48,0,45,0,45,0,45,0,45,0,45,0,45,0,45,0,45,,
bf_teamnames,16,Huracán,Argentina,AR,Huracan,92,CA Huracan Ingeniero,75,Huracan Las Heras,75,Huracan Heras,75,CA Huracan (women),75,Club Huracan SR,75,CA Huracan Res,75,Racing Club,60,Guarani AF,60,Racing de Cordoba,60,San Martin de Burzaco,60,Ben Hur Rafaela,60,Club Atletico Racing,60,,
names_match,16,Huracán,Argentina,AR,1,92,0,75,0,75,0,75,0,75,0,75,0,75,0,60,0,60,0,60,0,60,0,60,0,60,,
bf_teamnames,23,Independiente,Argentina,AR,Independiente,100,CA Independiente,95,Independiente Res,95,Independiente (Ecu),95,Independiente Rivadavia,90,Independiente Chivilcoy,90,Independiente deTandil,90,CA Independiente de HY,90,Independiente AC (CL),90,Independiente Neuquen,90,Independiente de Neuquen,90,Independiente (Chivilcoy),90,CA Independiente Res,90,,
names_match,23,Independiente,Argentina,AR,1,100,1,95,0,95,0,95,0,90,0,90,0,90,0,90,0,90,0,90,0,90,0,90,0,90,,
bf_teamnames,28,Lanús,Argentina,AR,Lanus,89,Tristan Suarez,68,FC Midland,68,CA Sansinena SyD,68,Douglas Haig,68,Sportivo AC Las Parejas,68,CA Juventud Alianza,68,Sportivo Italiano,68,Flandria,68,CA Atlanta,68,CA Atlas,68,Leandro N Alem,68,Canuelas,68,,
names_match,28,Lanús,Argentina,AR,1,89,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,0,68,,
bf_teamnames,5,Newell's Old Boys,Argentina,AR,All Boys,86,Newells,77,Newells Old Boys Reserves,77,LDU,60,Sport Boys (Bol),55,CA All Boys Santa Rosa,53,Sol De Mayo,50,Villa San Carlos,48,Club Sol de Mayo,48,Club Bella Vista,46,Aldosivi,45,Olimpo,45,Canuelas,45,,
names_match,5,Newell's Old Boys,Argentina,AR,0,86,1,77,0,77,0,60,0,55,0,53,0,50,0,48,0,48,0,46,0,45,0,45,0,45,,
bf_teamnames,24,Nueva Chicago,Argentina,AR,Nueva Chicago,100,Indep Chivilcoy,57,Independiente Chivilcoy,56,Independiente (Chivilcoy),56,CRIBA,54,Chile,54,Canuelas,53,Ciudad Evita,53,Real Garcilaso,52,Canuelas FC,50,CA Pacifico,50,Chaco For Ever,49,Comunicaciones,49,,
names_match,24,Nueva Chicago,Argentina,AR,1,100,0,57,0,56,0,56,0,54,0,54,0,53,0,53,0,52,0,50,0,50,0,49,0,49,,
bf_teamnames,19,Olimpo,Argentina,AR,Olimpo,100,Olimpia,77,Sportivo Penarol,57,Colon,55,Sol De Mayo,47,Almagro,46,Bolivar,46,Bolivia,46,Deportivo Riestra,45,Rosario Central,45,Guillermo Brown,45,CA Colegiales,45,Deportivo Merlo,45,,
names_match,19,Olimpo,Argentina,AR,1,100,0,77,0,57,0,55,0,47,0,46,0,46,0,46,0,45,0,45,0,45,0,45,0,45,,
bf_teamnames,5,Patronato,Argentina,AR,Patronato,100,CA Patronato Res,90,CA Patronato Reserves,90,CA Parana,56,CS Patria,56,Sarmiento,56,Palestino,56,CDM Leandro NA,53,Sao Paulo,53,Santos,53,Rio Cuarto,53,Santamarina,50,Sarmiento de Junin,50,,
names_match,5,Patronato,Argentina,AR,1,100,0,90,0,90,0,56,0,56,0,56,0,56,0,53,0,53,0,53,0,53,0,50,0,50,,
bf_teamnames,8,Quilmes,Argentina,AR,Quilmes,100,Argentino de Quilmes,90,Argentino de Qilmes,77,Deportes Iquique,56,Guillermo Brown,51,CA Colegiales,51,Ferro Carril Oeste,51,Universitario San Luis,51,CS San Martin Iglesia,51,Juventud Unida Universi,51,Ferro Carril Oeste GP,51,Juventud Unida Universit,51,Universitario de Deportes,51,,
names_match,8,Quilmes,Argentina,AR,1,100,0,90,0,77,0,56,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,0,51,,
bf_teamnames,1,Racing Club,Argentina,AR,Racing Club,100,Club CA del Norte,86,Club Gimnasia y Tiro,86,Club Tiro Federal,86,Racing de Cordoba,86,Club Jorge Newbury,86,Club El Porvenir (BA),86,Club Sportivo Ben Hur,86,Club Atletico Talleres,86,Club Jorge Newbery,86,Club Mutual Crucero,86,Club Buenos Aires,86,Club Atletico Acassuso,86,,
names_match,1,Racing Club,Argentina,AR,1,100,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,,
bf_teamnames,25,River Plate,Argentina,AR,River Plate,100,Platense,60,Boston River,59,Deportivo Laferrere,58,Union Mar del Plata,58,Club Sportivo Patria,58,Real Pilar,57,CA Platense,55,Dep Laferrere,55,CA Americo Tesorieri,55,Universitario de Deportes,55,Estudiantes Reserves,55,Everton de la Plata,53,,
names_match,25,River Plate,Argentina,AR,1,100,0,60,0,59,0,58,0,58,0,58,0,57,0,55,0,55,0,55,0,55,0,55,0,53,,
bf_teamnames,18,Rosario Central,Argentina,AR,Rosario Central,100,Rosario Central Res,95,Rosario Centr,93,Rosario Central Reserves,90,CA Argentino de Rosario,86,Central Cordoba (Ros),72,Central Cordoba,69,Central Norte,67,Barracas Central,65,CA Central Cordoba,64,Arg de Rosario,64,Central Cordoba (SdE),62,CA Central Norte,62,,
names_match,18,Rosario Central,Argentina,AR,1,100,0,95,1,93,0,90,0,86,0,72,0,69,0,67,0,65,0,64,0,64,0,62,0,62,,
bf_teamnames,3,San Lorenzo,Argentina,AR,San Lorenzo,100,CA San Lorenzo,95,San Lorenzo Alem,95,CA San Lorenzo de Alem,90,San Lorenzo BA Reserves,90,Estudiantes San Luis,86,CS Penarol de San Juan,86,San Martin de San Juan,86,San Martin de Mendoza,86,San Martin de Burzaco,86,San Martin de Tucuman,86,CS Estudiantes San Luis,86,Juventud Unida San Miguel,86,,
names_match,3,San Lorenzo,Argentina,AR,1,100,1,95,0,95,0,90,0,90,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,,
bf_teamnames,21,San Martín San Juan,Argentina,AR,San Martin San Juan,97,San Martin de San Juan,90,San Martin De San Juan,90,San Lorenzo,86,San Telmo,86,CA San Jorge,86,San Miguel,86,San Luis,86,San Carlos,86,CA San Telmo,86,Juan Aurich,86,Villa San Ca,86,San Martin,86,,
names_match,21,San Martín San Juan,Argentina,AR,1,97,1,90,1,90,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,,
bf_teamnames,24,San Martín Tucumán,Argentina,AR,San Telmo,86,San Martin de Tucuman,86,Juventud Unida San Miguel,86,Ca Argentino de San Carlos,86,San Miguel,86,San Luis,86,San Carlos,86,Tiro y Gimnasia de San Ped,86,Juventud Unida San Migue,86,CS General San Martin de,86,San Martin,86,CS General San Martin de Fo,86,San Martin de Tuc,84,,1
names_match,24,San Martín Tucumán,Argentina,AR,0,86,1,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,1,86,0,86,1,84,,
bf_teamnames,12,Sarmiento,Argentina,AR,Sarmiento,100,CA Sarmiento,95,Sarmiento de Junin,90,CA Sarmiento Ayacucho,90,Sarmiento de Resistencia,90,CA Sarmiento Leones,90,Santos,67,Rosario Centr,64,CD Armenio,63,Rosario Central,60,Argentinos Juniors,60,Gimnasia Mendoza,60,San Lorenzo,60,,
names_match,12,Sarmiento,Argentina,AR,1,100,1,95,1,90,0,90,0,90,0,90,0,67,0,64,0,63,0,60,0,60,0,60,0,60,,
bf_teamnames,27,Talleres Córdoba,Argentina,AR,Talleres,90,Talleres de Cordoba ,88,Talleres Remedios de Es,86,Talleres (RE),80,C Cordoba,74,Talleres de Escalada,69,Central Cordoba,67,CA Talleres de Perico,66,Club Atletico Talleres,66,Porvenir Talleres,66,CA Central Cordoba,61,CA Penarol de Cordoba,61,Central Cordoba (SdE),57,,
names_match,27,Talleres Córdoba,Argentina,AR,1,90,1,88,0,86,0,80,0,74,0,69,0,67,0,66,1,66,0,66,0,61,0,61,0,57,,
bf_teamnames,27,Temperley,Argentina,AR,CA Temperley,95,Peru,68,Emelec,67,Oriente Petrolero,60,CA Kimberley,57,Dep Merlo,56,Velez,54,Argentino de Merlo,53,Argentino Merlo,50,Empleados de Comercio,50,Penarol,50,Ponte Preta,50,Talleres (RE),48,,
names_match,27,Temperley,Argentina,AR,1,95,0,68,0,67,0,60,0,57,0,56,0,54,0,53,0,50,0,50,0,50,0,50,0,48,,
bf_teamnames,32,Tigre,Argentina,AR,Tigre,100,Tigres,91,Defensor Sporting,60,Club Tiro Federal,57,Tiro Federal,57,Gremio,55,Club Gimnasia y Tiro,54,Gutierrez SC,54,Comunicaciones B Aires,54,Club Villa Mitre,54,Villa Mitre,54,CA San Miguel,54,Atletico Mitre,54,,
names_match,32,Tigre,Argentina,AR,1,100,0,91,0,60,0,57,0,57,0,55,0,54,0,54,0,54,0,54,0,54,0,54,0,54,,
bf_teamnames,9,Unión Santa Fe,Argentina,AR,Union Santa Fe,96,Santa Fe,90,CA All Boys Santa Rosa,86,Union Sunchales,64,Santos,60,Juventud Unida San Miguel,59,Union Mar del Plata,59,Juventud Unida San Migue,59,Santamarina De Tandil,59,Union Aconquija,57,Estudiantes San Luis,56,CS Estudiantes San Luis,56,Ca Argentino de San Carlos,56,,
names_match,9,Unión Santa Fe,Argentina,AR,1,96,1,90,0,86,0,64,0,60,0,59,0,59,0,59,0,59,0,57,0,56,0,56,0,56,,
bf_teamnames,0,Vélez Sarsfield,Argentina,AR,Velez Sarsfield,97,Velez,72,Banfield,68,LDU,60,Club Arsenal de Viale,51,Rafaela,51,Sansinena,50,Velez de San Ramon,50,Sarmiento,50,Arsenal FC,48,Atl Rafaela,48,Atletico Rafaela,47,CA Sansinena SyD,47,,
names_match,0,Vélez Sarsfield,Argentina,AR,1,97,1,72,0,68,0,60,0,51,0,51,0,50,0,50,0,50,0,48,0,48,0,47,0,47,,
bf_teamnames,1,Adelaide United,Australia,AU,Adelaide United,100,Adelaide,90,West Adelaide,72,Heidelberg United,69,Adelaide Comets,67,Manly United,67,Adelaide Olympic,66,Hills United,64,Western United,62,A,60,Redlands Utd,59,Sydney United 58,58,Jeju Utd,56,,
names_match,1,Adelaide United,Australia,AU,1,100,1,90,0,72,0,69,0,67,0,67,0,66,0,64,0,62,0,60,0,59,0,58,0,56,,
bf_teamnames,8,Brisbane Roar,Australia,AU,Brisbane Roar,100,Brisbane,90,WDSC Wolves FC Brisbane,86,Brisbane Strikers,73,A,60,B,60,UAE,60,Darwin Rovers,54,Port Melbourne Sharks,49,Ceres Negros,48,Melbourne Victory,47,Sydney,45,Brazil,45,,
names_match,8,Brisbane Roar,Australia,AU,1,100,1,90,0,86,0,73,0,60,0,60,0,60,0,54,0,49,0,48,0,47,0,45,0,45,,
bf_teamnames,2,Central Coast Mariners,Australia,AU,Central Coast Mariners,100,Central Coast,90,A,60,Coomera Colts,56,Devonport Strikers,55,TestA,54,Ceres Negros,53,Test 1a,51,Brisbane Strikers,51,MetroStars SC,51,Marconi,51,Coomera,51,Kashima,51,,
names_match,2,Central Coast Mariners,Australia,AU,1,100,1,90,0,60,0,56,0,55,0,54,0,53,0,51,0,51,0,51,0,51,0,51,0,51,,
bf_teamnames,13,Melbourne City FC,Australia,AU,Melbourne City,95,Sydney FC,86,Olympia FC,86,Hume City,86,Cairns FC,86,Olympic FC,86,Sorrento FC,86,Lions FC,86,Canberra FC,86,Avondale FC,86,Maitland FC,86,FC Seoul,86,FNQ FC Heat,86,,
names_match,13,Melbourne City FC,Australia,AU,1,95,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,,
bf_teamnames,7,Melbourne Victory FC,Australia,AU,Melbourne Victory,95,Sydney FC,86,Olympia FC,86,Cairns FC,86,Olympic FC,86,Sorrento FC,86,Lions FC,86,Canberra FC,86,Avondale FC,86,St George FC,86,Maitland FC,86,Edgeworth FC,86,FC Seoul,86,,
names_match,7,Melbourne Victory FC,Australia,AU,1,95,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,,
bf_teamnames,6,Newcastle Jets FC,Australia,AU,Newcastle Jets,95,Sydney FC,86,Olympia FC,86,Cairns FC,86,Olympic FC,86,Sorrento FC,86,Lions FC,86,Canberra FC,86,Avondale FC,86,Maitland FC,86,FC Seoul,86,FNQ FC Heat,86,Capalaba FC,86,,
names_match,6,Newcastle Jets FC,Australia,AU,1,95,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,,
bf_teamnames,9,Perth Glory FC,Australia,AU,Perth Glory,95,Perth,90,Sydney FC,86,Cairns FC,86,Lions FC,86,FC Seoul,86,Perth SC,86,WDSC Wolves FC Brisbane,86,St George FC,62,Edgeworth FC,59,Sorrento FC,53,North Geelong Warriors,51,Olympia FC,48,,
names_match,9,Perth Glory FC,Australia,AU,1,95,1,90,0,86,0,86,0,86,0,86,0,86,0,86,0,62,0,59,0,53,0,51,0,48,,
bf_teamnames,3,Sydney FC,Australia,AU,Sydney FC,100,Sydney,90,Western Sydney,86,Western Sydney Wanderers,86,Sydney United 58,86,Hakoah Sydney City East,86,Moreland Zebras FC,86,Queensland Lions FC,86,Magpies Crusaders FC,86,WDSC Wolves FC Brisbane,86,Sydney Utd,76,FC Seoul,56,Sorrento FC,50,,
names_match,3,Sydney FC,Australia,AU,1,100,1,90,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,86,0,76,0,56,0,50,,
bf_teamnames,4,Wellington Phoenix,Australia,AU,Wellington Phoenix,100,Wellington Poenix,97,Wellington,90,Lions FC,56,Kingston City,52,Marconi Stallions,48,Hellenic,46,Campbelltown City,46,Muangthong United,46,Western United,44,Bulleen Lions,43,Peninsula Power,42,Western Knights,42,,
names_match,4,Wellington Phoenix,Australia,AU,1,100,1,97,1,90,0,56,0,52,0,48,0,46,0,46,0,46,0,44,0,43,0,42,0,42,,
bf_teamnames,0,Western Sydney Wanderers,Australia,AU,Western Sydney Wanderers,100,Sydney,90,Western Sydney,90,Sydney FC,86,Sydney United 58,86,Sydney Utd,86,Western United,86,Western Knights,86,A,60,West Adelaide,59,TestA,51,TestB,51,Ceres Negros,50,,
names_match,0,Western Sydney Wanderers,Australia,AU,1,100,0,90,1,90,0,86,0,86,0,86,0,86,0,86,0,60,0,59,0,51,0,51,0,50,,
bf_teamnames,6,Western United,Australia,AU,Western United,100,Western Sydney Wanderers,86,Newcastle United Jets,86,Western Knights,76,Western Sydney,71,Heidelberg United,65,Hills United,64,Manly United,64,Adelaide United,62,Moreton Bay United,62,Sydney United 58,60,Muangthong United,58,TestA,54,,
names_match,6,Western United,Australia,AU,1,100,0,86,0,86,0,76,0,71,0,65,0,64,0,64,0,62,0,62,0,60,0,58,0,54,,
bf_teamnames,1,ABC,Brazil,BR,ABC,100,ABC RN,90,Abc RN,90,Cabofriense,60,Internacional,60,Salgueiro AC,60,Santa Cruz PE,60,Cuiaba,60,Confianca,60,Macae,60,Camboriu,60,Vitoria BA,60,Osasco Futebol Clube,60,,
names_match,1,ABC,Brazil,BR,1,100,1,90,1,90,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,,
bf_teamnames,6,América Mineiro,Brazil,BR,America Rio Janeiro,79,Americano,70,America RJ,67,America RN,67,America MG,67,America PE,67,America TO,67,CSA,60,Murici,60,CSA AI,60,Sol de America (Par),59,America SP,58,America Futebol Clube,58,,
names_match,6,América Mineiro,Brazil,BR,0,79,0,70,0,67,0,67,1,67,0,67,0,67,0,60,0,60,0,60,0,59,0,58,1,58,,
bf_teamnames,12,Atlético GO,Brazil,BR,Atletico Go,95,Atletico GO,95,Atletico MG,86,Aparecidense Go,86,Gremio Anapolis Go,86,Atletico PR,76,Atletico PE,76,Atletico AC,76,Atletico ES,76,Atlantico,74,Atlantico EC,73,Amparo Athletico Club,72,Clube Atletico Diadema,72,,
names_match,12,Atlético GO,Brazil,BR,1,95,1,95,0,86,0,86,0,86,0,76,0,76,0,76,0,76,0,74,0,73,0,72,0,72,,
bf_teamnames,16,Atlético Mineiro,Brazil,BR,Atlantico,70,Atletico PR,69,Atletico Go,69,Atletico MG,69,Atletico GO,69,Atletico PE,69,Atletico ES,69,Atlantico EC,67,Atletico Acreano,65,Nautico,64,Nautico II,64,Atletico Sorocaba,62,Atletico AC,62,,
names_match,16,Atlético Mineiro,Brazil,BR,0,70,0,69,0,69,1,69,0,69,0,69,0,69,0,67,0,65,0,64,0,64,0,62,0,62,,
bf_teamnames,7,Atlético PR,Brazil,BR,Atletico PR,95,Atletico PE,86,Toledo Colonia PR,86,Prudentopolis PR,86,Atletico Real Cubatense,81,Atletico Paranaense,81,Atletico Go,76,Atletico MG,76,Atletico GO,76,Atletico AC,76,Atletico ES,76,Atlantico,74,Atlantico EC,73,,
names_match,7,Atlético PR,Brazil,BR,1,95,0,86,0,86,0,86,0,81,1,81,0,76,0,76,0,76,0,76,0,76,0,74,0,73,,
bf_teamnames,8,Avaí,Brazil,BR,Avai FC Florianopolis B,90,Paranavai,90,Paranavai PR,90,Avai,86,ASA,67,Aparecidense,60,Parana,60,Itumbiara,60,Guarani MG,60,Cuiaba,60,Sao Cristovao,60,AA Flamengo Guarulhos,60,Guarany de Sobral,60,,
names_match,8,Avaí,Brazil,BR,0,90,0,90,0,90,1,86,0,67,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,,
bf_teamnames,6,Bahia,Brazil,BR,Bahia,100,Bahia de Feira,90,Bahia De Feira BA,90,Bahia Salvador,90,SC Atibaia,72,Itabaiana,72,U.R. Trabalhadores,72,Uniao R dos Trabalhadores,72,Olimpico Itabaianinha,72,Barbalha,72,AO de Itabaiana,72,Atibaia,67,Boa,60,,
names_match,6,Bahia,Brazil,BR,1,100,0,90,0,90,1,90,0,72,0,72,0,72,0,72,0,72,0,72,0,72,0,67,0,60,,
bf_teamnames,17,Boa,Brazil,BR,Boa,100,Boavista RJ,90,CA Taboao da Serra,90,Boa EC MG,90,Sao Raimundo EC Boa Vis,90,Cabofriense,60,Internacional,60,Red Bull Brasil,60,Botafogo RJ,60,Tigres Brasil,60,Botafogo SP,60,Itumbiara,60,Salgueiro AC,60,,
names_match,17,Boa,Brazil,BR,1,100,0,90,0,90,1,90,0,90,0,60,0,60,0,60,0,60,0,60,0,60,0,60,0,60,,
bf_teamnames,4,Botafogo,Brazil,BR,Botafogo,100,Botafogo RJ,95,Botafogo SP,95,Botafogo PB,95,Botafogo ASF,90,Afogados,62,Boa,60,Lagoa,54,Flamengo BA,50,Blooming,50,Boa EC MG,47,Bangu,46,Sao Bento,45,,
names_match,4,Botafogo,Brazil,BR,1,100,1,95,0,95,0,95,0,90,0,62,0,60,0,54,0,50,0,50,0,47,0,46,0,45,,
bf_teamnames,4,Botafogo SP,Brazil,BR,Botafogo SP,100,Botafogo,95,Botafogo PB,91,Botafogo ASF,87,Esporte Clube Rio SP,86,EC Sao Bernardo SP,86,CA Taquaritinga SP,86,Red Bull Brasil SP,86,CA Mogi Das Cruzes SP,86,Botafogo RJ,82,Afogados,63,Boa,60,CSP,60,,
names_match,4,Botafogo SP,Brazil,BR,1,100,0,95,0,91,0,87,0,86,0,86,0,86,0,86,0,86,0,82,0,63,0,60,0,60,,
